Pundi X,NPXS,https://coinmarketcap.com/currencies/pundi-x/,0.000621838895831
DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,0.00915516109363
ICON,ICX,https://coinmarketcap.com/currencies/icon/,0.218907105244
Steem,STEEM,https://coinmarketcap.com/currencies/steem/,0.292059814905
Verge,XVG,https://coinmarketcap.com/currencies/verge/,0.00601660483523
Aeternity,AE,https://coinmarketcap.com/currencies/aeternity/,0.390193675223
Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,0.00226230313379
Gemini Dollar,GUSD,https://coinmarketcap.com/currencies/gemini-dollar/,1.00977388156
Bytom,BTM,https://coinmarketcap.com/currencies/bytom/,0.0790383946111
Stratis,STRAT,https://coinmarketcap.com/currencies/stratis/,0.788488510334
IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,0.00647774047569
Revain,R,https://coinmarketcap.com/currencies/revain/,0.15925862278
Dai,DAI,https://coinmarketcap.com/currencies/dai/,0.995765524518
Komodo,KMD,https://coinmarketcap.com/currencies/komodo/,0.64685565564
Populous,PPT,https://coinmarketcap.com/currencies/populous/,1.26699540967
Status,SNT,https://coinmarketcap.com/currencies/status/,0.0186192026302
THETA,THETA,https://coinmarketcap.com/currencies/theta/,0.090633189849
Electroneum,ETN,https://coinmarketcap.com/currencies/electroneum/,0.00716811467916
Golem,GNT,https://coinmarketcap.com/currencies/golem-network-tokens/,0.0611572023398
Cryptonex,CNX,https://coinmarketcap.com/currencies/cryptonex/,1.05540761073
REPO,REPO,https://coinmarketcap.com/currencies/repo/,0.518826235366
Ark,ARK,https://coinmarketcap.com/currencies/ark/,0.51712974932
Aurora,AOA,https://coinmarketcap.com/currencies/aurora/,0.00855468397689
MaidSafeCoin,MAID,https://coinmarketcap.com/currencies/maidsafecoin/,0.122934550364
Factom,FCT,https://coinmarketcap.com/currencies/factom/,6.20894437174
Ardor,ARDR,https://coinmarketcap.com/currencies/ardor/,0.0528743441643
HyperCash,HC,https://coinmarketcap.com/currencies/hypercash/,1.19766095168
Huobi Token,HT,https://coinmarketcap.com/currencies/huobi-token/,1.01904931363
ODEM,ODE,https://coinmarketcap.com/currencies/odem/,0.227403239246
Insight Chain,INB,https://coinmarketcap.com/currencies/insight-chain/,0.294217063939
Mixin,XIN,https://coinmarketcap.com/currencies/mixin/,104.032476154
Quant,QNT,https://coinmarketcap.com/currencies/quant/,4.50738087876
Loopring,LRC,https://coinmarketcap.com/currencies/loopring/,0.0540263098757
Waltonchain,WTC,https://coinmarketcap.com/currencies/waltonchain/,1.01932645054
PIVX,PIVX,https://coinmarketcap.com/currencies/pivx/,0.722501643706
Linkey,LKY,https://coinmarketcap.com/currencies/linkey/,0.792666242346
Veritaseum,VERI,https://coinmarketcap.com/currencies/veritaseum/,18.1975174545
Crypto.com Chain,CRO,https://coinmarketcap.com/currencies/crypto-com-chain/,0.012655089636
Decentraland,MANA,https://coinmarketcap.com/currencies/decentraland/,0.0340644192987
ReddCoin,RDD,https://coinmarketcap.com/currencies/reddcoin/,0.00123835732207
GXChain,GXC,https://coinmarketcap.com/currencies/gxchain/,0.584420092778
STASIS EURS,EURS,https://coinmarketcap.com/currencies/stasis-eurs/,1.12173368077
Nexo,NEXO,https://coinmarketcap.com/currencies/nexo/,0.0617139082009
Zcoin,XZC,https://coinmarketcap.com/currencies/zcoin/,5.02516160614
Aion,AION,https://coinmarketcap.com/currencies/aion/,0.119619988484
Elastos,ELA,https://coinmarketcap.com/currencies/elastos/,2.30483361795
Crypto.com,MCO,https://coinmarketcap.com/currencies/crypto-com/,2.12488789239
Project Pai,PAI,https://coinmarketcap.com/currencies/project-pai/,0.0300407459759
DigixDAO,DGD,https://coinmarketcap.com/currencies/digixdao/,16.5533055181
Power Ledger,POWR,https://coinmarketcap.com/currencies/power-ledger/,0.082517389892
Bancor,BNT,https://coinmarketcap.com/currencies/bancor/,0.515432401829
KuCoin Shares,KCS,https://coinmarketcap.com/currencies/kucoin-shares/,0.359181026229
WAX,WAX,https://coinmarketcap.com/currencies/wax/,0.0339629023531
Metaverse ETP,ETP,https://coinmarketcap.com/currencies/metaverse/,0.574175730521
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin/,0.477552873021
Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin/,0.0108741694111
Wanchain,WAN,https://coinmarketcap.com/currencies/wanchain/,0.291010856533
